,year,caseID,gender,socialClassSelf,interestElections,wealthPrcnt,partyID,yrsEdu,voteHouseParty,approveOfConservatives,approveOfLiberals,approveOfBusiness,approveOfUnions,approveOfCongress,approveOfMiddleClass,approveOfIllegalAliens,votedForCong,isRepublican,isDemocrat
50709,2012,950,F,0,2,50,-2,12,,85,85,85,85,70,97,50,0,0,1
50710,2012,951,M,1,1,8,-1,14,,50,50,50,15,50,70,40,0,0,1
50711,2012,952,F,2,1,28,0,10,,,,50,30,,60,0,0,0,0
50712,2012,953,M,5,2,8,0,12,,50,50,0,0,0,50,0,0,0,0
50713,2012,954,M,4,2,8,-3,10,1,85,60,60,50,70,70,50,1,0,1
50714,2012,955,M,2,1,50,-1,12,0,30,85,30,60,40,85,70,1,0,1
50715,2012,956,F,5,1,98,1,16,1,70,60,60,70,60,70,50,1,1,0
50716,2012,957,M,2,2,8,-3,14,,15,85,0,50,50,85,97,0,0,1
50717,2012,958,F,2,1,8,-2,14,,40,50,70,60,60,85,0,0,0,1
50718,2012,959,M,2,2,28,3,12,1,97,0,85,40,70,50,0,1,1,0
50719,2012,960,F,4,2,8,-3,12,0,85,50,50,30,85,60,40,1,0,1
50720,2012,961,F,2,1,50,-3,16,0,70,50,97,50,70,97,97,1,0,1
50721,2012,962,F,,1,8,-3,12,0,60,60,40,85,30,70,30,1,0,1
50722,2012,963,M,1,2,50,-3,12,,85,60,40,97,60,97,60,0,0,1
50723,2012,964,F,,2,8,-3,14,0,0,97,50,97,50,97,97,1,0,1
50724,2012,965,F,,2,8,-1,12,,80,80,97,97,97,97,50,0,0,1
50725,2012,966,M,5,2,50,1,16,1,70,70,50,60,50,97,40,1,1,0
50726,2012,967,F,1,2,50,-3,14,0,30,97,60,70,40,85,70,1,0,1
50727,2012,968,F,,1,75,-3,12,0,15,70,50,70,40,60,15,1,0,1
50728,2012,969,F,1,1,28,0,10,,70,50,50,40,70,70,40,0,0,0
50729,2012,970,M,2,2,50,-3,12,0,70,70,60,97,0,97,50,1,0,1
50730,2012,971,F,5,1,50,-3,14,0,20,80,70,70,50,97,50,1,0,1
50731,2012,972,F,2,1,75,-3,16,,,,,,,,,0,0,1
50732,2012,973,F,4,1,50,-1,14,,60,,,30,,70,50,0,0,1
50733,2012,974,F,2,2,,-3,14,,0,85,60,85,70,85,70,0,0,1
50734,2012,975,F,2,2,28,-3,12,0,0,0,15,70,85,85,50,1,0,1
50735,2012,976,M,1,1,50,-3,12,0,0,95,50,50,50,97,50,1,0,1
50736,2012,977,M,2,2,50,-3,14,0,0,50,50,50,50,50,50,1,0,1
50737,2012,978,F,1,1,50,-3,12,0,50,50,60,97,60,97,0,1,0,1
50738,2012,979,F,5,2,50,-1,16,,40,85,70,95,30,90,40,0,0,1
50739,2012,980,M,1,2,50,-1,12,0,50,50,40,60,60,70,40,1,0,1
50740,2012,981,M,5,2,50,-3,14,0,50,70,50,70,50,97,50,1,0,1
50741,2012,982,F,2,1,75,-3,12,0,50,50,70,97,50,97,60,1,0,1
50742,2012,983,F,5,2,50,-2,12,,50,70,50,50,40,85,60,0,0,1
50743,2012,984,F,1,1,8,-1,12,0,30,85,50,70,40,85,70,1,0,1
50744,2012,985,M,1,1,50,-2,14,0,40,70,60,70,50,70,50,1,0,1
50745,2012,986,F,5,2,8,-3,12,0,60,70,70,60,70,97,70,1,0,1
50746,2012,987,F,2,2,8,,12,0,30,85,70,70,40,70,15,1,0,0
50747,2012,988,M,4,1,28,-3,12,0,30,97,85,85,30,97,60,1,0,1
50748,2012,989,F,2,2,28,-3,14,0,40,50,85,85,40,85,70,1,0,1
50749,2012,990,M,1,1,8,-3,14,0,85,97,0,97,85,97,50,1,0,1
50750,2012,991,F,2,2,50,-3,12,0,,,70,50,70,97,50,1,0,1
50751,2012,992,F,,2,28,-3,12,0,60,60,50,97,50,97,40,1,0,1
50752,2012,993,F,1,2,8,-3,12,0,85,70,85,70,85,70,50,1,0,1
50753,2012,994,M,,1,8,-3,12,0,50,70,50,70,50,97,50,1,0,1
50754,2012,995,M,2,2,75,-1,14,0,60,60,40,30,15,70,40,1,0,1
50755,2012,996,F,2,2,75,-3,14,0,60,65,70,65,70,70,60,1,0,1
50756,2012,997,F,5,2,28,-3,16,0,60,60,40,70,85,97,60,1,0,1
50757,2012,998,F,5,2,50,-3,12,0,85,97,97,97,85,85,50,1,0,1
50758,2012,999,F,5,2,50,-1,14,0,70,60,70,80,50,85,85,1,0,1
50759,2012,1000,F,1,2,8,0,14,0,70,85,70,85,50,70,50,1,0,0
50760,2012,1001,F,,2,28,-3,14,0,85,85,60,85,85,85,70,1,0,1
50761,2012,1002,M,3,1,8,-3,14,,60,97,97,97,97,97,50,0,0,1
50762,2012,1003,F,4,2,8,-3,12,0,50,70,60,85,85,97,60,1,0,1
50763,2012,1004,F,,2,50,-2,12,0,0,50,60,85,0,97,15,1,0,1
50764,2012,1005,F,5,1,50,-3,16,,50,50,70,85,60,97,40,0,0,1
50765,2012,1006,M,2,2,8,3,14,,,,,,,,,0,1,0
50766,2012,1007,F,2,1,50,-3,16,0,0,50,40,60,50,97,0,1,0,1
50767,2012,1008,M,3,2,8,-3,12,,20,70,0,75,70,85,50,0,0,1
50768,2012,1009,M,2,1,,-3,12,,15,85,85,85,70,97,50,0,0,1
50769,2012,1010,F,,1,8,-3,12,0,85,70,85,60,85,50,75,1,0,1
50770,2012,1011,F,5,2,50,-3,12,0,40,70,60,60,60,85,50,1,0,1
50771,2012,1012,F,1,1,28,-3,12,,,50,50,40,50,70,50,0,0,1
50772,2012,1013,M,2,1,28,-3,14,0,60,50,70,60,50,60,97,1,0,1
50773,2012,1014,F,,1,50,0,12,,70,30,60,40,60,97,15,0,0,0
50774,2012,1015,F,1,1,50,1,14,1,60,30,40,40,40,70,30,1,1,0
50775,2012,1016,M,2,2,8,3,14,1,97,40,30,50,60,97,0,1,1,0
50776,2012,1017,M,,1,28,-2,12,,50,60,40,60,70,70,85,0,0,1
50777,2012,1018,M,,2,28,-3,12,,15,,50,85,97,97,97,0,0,1
50778,2012,1019,F,2,1,8,-1,10,0,40,40,70,70,70,50,60,1,0,1
50779,2012,1020,F,2,1,75,-3,14,0,60,70,50,50,40,70,50,1,0,1
50780,2012,1021,F,1,1,,1,12,,85,70,85,70,70,85,85,0,1,0
50781,2012,1022,M,1,1,8,-1,14,0,60,60,60,50,50,70,50,1,0,1
50782,2012,1023,F,1,2,28,0,12,0,60,50,60,50,40,50,60,1,0,0
50783,2012,1024,M,2,2,75,1,14,0,50,50,40,70,60,70,50,1,1,0
50784,2012,1025,M,,2,75,-1,12,,,,70,60,97,85,15,0,0,1
50785,2012,1026,F,2,1,50,-2,14,0,97,97,60,85,70,85,85,1,0,1
50786,2012,1027,M,2,1,8,1,12,,50,60,50,50,60,50,0,0,1,0
50787,2012,1028,M,2,2,50,-3,12,0,0,97,97,97,97,97,85,1,0,1
50788,2012,1029,M,1,2,50,-1,12,,60,50,60,60,70,97,30,0,0,1
50789,2012,1030,F,1,1,8,0,12,0,,,50,50,50,70,50,1,0,0
50790,2012,1031,M,2,1,50,-1,16,,30,30,30,30,30,50,50,0,0,1
50791,2012,1032,M,4,1,8,1,14,,40,40,50,30,50,50,50,0,1,0
50792,2012,1033,F,1,2,,-1,12,0,,,,,85,70,50,1,0,1
50793,2012,1034,M,5,2,8,-2,16,1,40,60,30,40,30,50,30,1,0,1
50794,2012,1035,F,,2,50,0,16,,50,50,50,50,50,50,50,0,0,0
50795,2012,1036,F,3,2,8,2,14,,70,60,50,60,50,70,50,0,1,0
50796,2012,1037,M,,2,75,-1,16,,60,50,50,50,15,85,40,0,0,1
50797,2012,1038,F,5,2,75,-3,16,0,15,85,30,60,40,70,40,1,0,1
50798,2012,1039,F,,2,98,-3,16,0,30,70,85,70,40,70,50,1,0,1
50799,2012,1040,F,5,2,50,1,14,1,85,70,70,70,60,85,50,1,1,0
50800,2012,1041,M,1,2,50,1,12,,50,50,40,40,40,60,50,0,1,0
50801,2012,1042,M,1,1,,3,14,1,50,50,50,40,50,50,30,1,1,0
50802,2012,1043,F,5,2,75,1,16,,50,60,50,50,50,60,50,0,1,0
50803,2012,1044,M,2,2,50,-3,12,0,0,97,0,97,20,80,40,1,0,1
50804,2012,1045,M,1,2,8,3,12,1,85,30,30,85,30,85,15,1,1,0
50805,2012,1046,F,0,2,8,-2,14,,30,97,40,50,50,97,30,0,0,1
50806,2012,1047,M,1,2,50,-1,14,,45,50,40,25,50,85,50,0,0,1
50807,2012,1048,M,5,1,75,2,16,,,,,,,,,0,1,0
50808,2012,1049,F,2,2,28,3,12,1,97,0,50,0,0,97,0,1,1,0
50809,2012,1050,M,2,2,50,-3,14,0,70,60,15,66,65,70,25,1,0,1
50810,2012,1051,F,5,2,50,-1,12,0,50,50,70,60,50,97,0,1,0,1
50811,2012,1052,F,,2,28,-1,14,0,50,50,60,60,60,70,40,1,0,1
50812,2012,1053,F,2,2,75,1,14,,60,40,40,50,40,60,15,0,1,0
50813,2012,1054,F,4,2,50,-2,12,,85,50,40,60,70,70,50,0,0,1
50814,2012,1055,F,5,1,50,-3,14,0,50,50,60,97,50,97,0,1,0,1
50815,2012,1056,F,,2,28,-3,14,0,30,85,50,97,15,85,50,1,0,1
50816,2012,1057,M,2,1,28,-3,14,0,50,50,50,50,60,85,30,1,0,1
50817,2012,1058,M,4,1,28,-1,14,0,50,50,50,50,70,85,85,1,0,1
50818,2012,1059,F,5,2,75,-3,16,0,40,97,30,60,70,97,85,1,0,1
50819,2012,1060,F,5,2,50,-3,16,0,40,60,15,60,15,60,15,1,0,1
50820,2012,1061,M,2,2,75,-1,14,0,40,70,60,70,60,85,70,1,0,1
50821,2012,1062,F,,2,8,-3,16,,0,97,0,85,0,85,97,0,0,1
50822,2012,1063,F,2,1,75,0,14,1,97,70,70,97,70,97,30,1,0,0
50823,2012,1064,M,5,2,50,-2,12,0,30,70,15,60,30,97,50,1,0,1
50824,2012,1065,F,5,2,50,-3,16,0,30,85,30,70,40,85,40,1,0,1
50825,2012,1066,F,2,1,50,0,14,0,60,60,50,50,60,97,40,1,0,0
50826,2012,1067,F,5,1,50,-3,16,0,40,85,30,50,40,85,60,1,0,1
50827,2012,1068,M,3,1,50,-2,12,0,15,70,15,30,40,50,40,1,0,1
50828,2012,1069,F,4,1,28,-3,14,0,85,85,70,85,85,97,60,1,0,1
50829,2012,1070,F,5,2,28,-3,14,0,50,,40,0,60,60,60,1,0,1
50830,2012,1071,F,2,1,50,-1,16,,15,60,0,60,30,85,85,0,0,1
50831,2012,1072,F,2,2,75,-3,16,0,40,85,40,70,70,85,40,1,0,1
50832,2012,1073,F,2,1,50,-2,14,0,70,50,70,70,50,97,50,1,0,1
50833,2012,1074,F,1,1,8,,12,,50,40,40,50,50,50,50,0,0,0
50834,2012,1075,M,2,1,28,-3,14,,30,60,85,70,60,85,70,0,0,1
50835,2012,1076,M,1,1,,-3,12,0,50,50,60,70,70,97,70,1,0,1
50836,2012,1077,F,4,1,50,-2,12,,70,60,70,70,85,85,97,0,0,1
50837,2012,1078,M,2,2,28,-2,14,,50,50,50,50,30,85,0,0,0,1
50838,2012,1079,M,2,1,28,3,16,,80,30,40,70,50,85,15,0,1,0
50839,2012,1080,F,2,2,28,-2,12,0,50,50,40,85,50,70,30,1,0,1
50840,2012,1081,M,2,2,28,-1,12,,60,60,50,85,60,70,0,0,0,1
50841,2012,1082,M,2,1,8,-1,14,0,70,60,60,30,70,70,,1,0,1
50842,2012,1083,F,2,2,28,-1,14,1,50,50,50,85,40,85,30,1,0,1
50843,2012,1084,M,5,1,50,0,14,,60,60,30,30,30,50,0,0,0,0
50844,2012,1085,F,2,1,8,0,14,,50,50,70,40,50,85,0,0,0,0
50845,2012,1086,M,2,2,50,-1,16,0,70,85,0,60,60,97,0,1,0,1
50846,2012,1087,M,2,2,50,-1,12,,15,30,0,30,0,85,50,0,0,1
50847,2012,1088,M,5,1,50,2,14,1,70,50,60,30,40,85,30,1,1,0
50848,2012,1089,M,4,2,8,3,14,1,85,0,85,50,60,85,0,1,1,0
50849,2012,1090,M,2,2,50,3,12,1,97,0,97,0,15,70,85,1,1,0
50850,2012,1091,F,1,2,50,-1,10,,,,,,,,0,0,0,1
50851,2012,1092,M,4,1,28,2,12,1,70,60,85,85,60,60,60,1,1,0
50852,2012,1093,F,4,2,8,0,10,,,,,40,50,97,97,0,0,0
50853,2012,1094,F,6,2,8,3,12,,,,,,,,,0,1,0
50854,2012,1095,M,2,2,50,3,16,1,85,15,60,70,40,97,0,1,1,0
50855,2012,1096,F,,2,98,1,16,,,,,,,,,0,1,0
50856,2012,1097,M,1,2,28,-3,12,0,50,50,50,50,30,97,50,1,0,1
50857,2012,1098,F,,1,8,-2,14,0,60,70,50,40,60,50,50,1,0,1
50858,2012,1099,F,5,2,75,3,14,,95,20,65,30,35,70,15,0,1,0
50859,2012,1100,M,5,2,28,3,12,,,,,,,,,0,1,0
50860,2012,1101,F,4,1,,-1,14,,70,85,85,70,70,85,30,0,0,1
50861,2012,1102,M,2,1,8,-3,12,,15,15,50,70,60,85,50,0,0,1
50862,2012,1103,M,2,1,28,-1,12,,30,50,50,85,30,70,40,0,0,1
50863,2012,1104,F,4,2,50,3,12,1,97,,70,60,85,85,50,1,1,0
50864,2012,1105,F,,2,8,-1,14,,50,50,50,50,60,50,30,0,0,1
50865,2012,1106,M,5,2,50,0,16,,50,50,50,50,50,85,0,0,0,0
50866,2012,1107,M,5,2,75,-2,14,,,,,,,,,0,0,1
50867,2012,1108,M,2,2,50,1,14,,85,15,60,30,85,85,39,0,1,0
50868,2012,1109,M,5,1,75,1,14,1,60,15,60,40,30,70,40,1,1,0
50869,2012,1110,F,1,2,8,1,12,,,,50,50,50,70,0,0,1,0
50870,2012,1111,F,5,2,50,1,12,,50,50,50,50,40,50,40,0,1,0
50871,2012,1112,F,2,2,8,0,12,1,40,50,40,50,40,97,50,1,0,0
50872,2012,1113,M,1,2,8,0,12,,50,50,40,60,40,70,70,0,0,0
50873,2012,1114,F,1,2,28,-1,14,1,85,50,85,50,50,97,40,1,0,1
50874,2012,1115,F,5,1,,2,16,1,50,50,60,70,60,85,50,1,1,0
50875,2012,1116,F,4,1,28,0,16,,70,60,60,70,60,85,40,0,0,0
50876,2012,1117,F,2,2,50,3,14,1,97,0,40,30,40,97,15,1,1,0
50877,2012,1118,F,5,2,50,3,14,1,97,15,50,50,60,97,40,1,1,0
50878,2012,1119,M,5,2,8,-3,12,0,70,70,70,85,85,85,70,1,0,1
50879,2012,1120,F,5,2,50,1,14,1,80,50,50,50,50,90,70,1,1,0
50880,2012,1121,M,5,2,,-2,12,,0,70,50,97,50,97,50,0,0,1
50881,2012,1122,M,,2,50,-3,12,0,70,70,60,85,15,85,40,1,0,1
50882,2012,1123,M,5,2,75,1,16,1,60,40,50,15,30,60,50,1,1,0
50883,2012,1124,F,2,2,8,1,12,1,85,50,50,85,0,85,0,1,1,0
50884,2012,1125,M,5,1,8,0,14,,40,40,30,40,40,50,50,0,0,0
50885,2012,1126,M,2,1,28,-1,16,,,,,,,,,0,0,1
50886,2012,1127,F,5,1,75,1,16,1,40,30,60,40,30,50,50,1,1,0
50887,2012,1128,M,2,2,50,-3,16,0,40,85,70,70,60,70,30,1,0,1
50888,2012,1129,M,5,1,98,-3,16,0,30,70,40,70,30,70,60,1,0,1
50889,2012,1130,M,2,1,50,-2,14,,85,15,30,30,85,97,97,0,0,1
50890,2012,1131,F,4,1,50,0,16,,50,50,40,50,50,60,50,0,0,0
50891,2012,1132,F,4,2,75,-3,16,,60,70,50,70,40,85,50,0,0,1
50892,2012,1133,F,2,2,50,0,16,,70,70,40,60,15,85,85,0,0,0
50893,2012,1134,F,2,2,50,-3,16,0,85,85,60,85,50,85,15,1,0,1
50894,2012,1135,M,5,2,50,-1,14,,,,,,,,,0,0,1
50895,2012,1136,F,2,2,8,-3,12,,50,50,0,50,50,70,50,0,0,1
50896,2012,1137,M,2,1,50,-3,12,0,50,50,30,85,40,50,50,1,0,1
50897,2012,1138,F,2,2,50,-2,12,,40,50,50,50,40,70,70,0,0,1
50898,2012,1139,F,2,1,50,-3,16,0,85,80,70,80,60,90,60,1,0,1
50899,2012,1140,F,2,2,50,-1,12,,50,0,40,50,50,97,60,0,0,1
50900,2012,1141,F,5,1,98,-3,16,0,30,70,70,85,85,97,85,1,0,1
50901,2012,1142,M,1,2,50,1,16,,97,85,85,97,85,97,85,0,1,0
50902,2012,1143,M,2,2,75,-3,12,0,50,50,60,60,60,85,60,1,0,1
50903,2012,1144,M,5,2,75,-3,14,,70,50,70,97,70,97,70,0,0,1
50904,2012,1145,M,1,1,28,-3,16,,70,60,50,50,60,85,0,0,0,1
50905,2012,1146,F,5,2,50,-1,14,,50,30,30,30,15,70,15,0,0,1
50906,2012,1147,M,1,2,8,-2,14,0,30,50,60,60,60,85,50,1,0,1
50907,2012,1148,M,2,1,50,-1,14,0,60,97,45,70,50,97,90,1,0,1
50908,2012,1149,M,5,1,,0,14,,50,50,30,60,30,70,30,0,0,0
50909,2012,1150,M,2,1,8,0,14,1,60,40,30,40,40,60,97,1,0,0
50910,2012,1151,M,2,1,50,1,12,,60,50,50,0,50,85,0,0,1,0
50911,2012,1152,M,2,2,8,3,14,1,85,0,70,30,70,70,0,1,1,0
50912,2012,1153,M,3,2,28,1,14,,65,40,50,50,55,65,35,0,1,0
50913,2012,1154,M,5,1,75,-1,14,,,,,,,,,0,0,1
50914,2012,1155,F,2,1,,,14,0,40,60,50,50,60,40,45,1,0,0
50915,2012,1156,F,6,1,28,-2,16,,30,70,60,85,60,70,60,0,0,1
50916,2012,1157,F,,1,8,-1,12,0,50,50,,60,,50,50,1,0,1
50917,2012,1158,M,2,2,75,2,12,1,70,40,60,15,0,85,15,1,1,0
50918,2012,1159,F,5,2,75,-1,16,0,,,,,30,,50,1,0,1
50919,2012,1160,M,2,1,50,-3,16,,60,60,60,50,60,60,50,0,0,1
50920,2012,1161,M,1,1,50,-1,16,,15,70,15,50,50,70,50,0,0,1
50921,2012,1162,M,2,1,50,-2,14,,50,50,50,60,50,85,50,0,0,1
50922,2012,1163,M,,2,98,-3,10,,30,50,50,70,50,97,70,0,0,1
50923,2012,1164,F,,2,8,3,12,1,85,0,,30,50,70,15,1,1,0
50924,2012,1165,F,5,2,8,2,16,1,85,30,85,70,50,97,30,1,1,0
50925,2012,1166,F,5,2,28,-3,16,0,40,85,40,85,60,85,70,1,0,1
50926,2012,1167,M,,2,98,-2,16,0,30,30,50,50,15,70,40,1,0,1
50927,2012,1168,F,6,2,98,3,16,1,70,40,85,30,85,50,50,1,1,0
50928,2012,1169,F,5,2,50,-3,16,0,40,85,70,70,60,85,85,1,0,1
50929,2012,1170,F,1,1,,1,14,,50,50,50,50,40,85,15,0,1,0
50930,2012,1171,M,2,1,50,2,14,,40,40,60,50,30,97,30,0,1,0
50931,2012,1172,F,2,1,28,2,14,,50,50,60,50,50,85,50,0,1,0
50932,2012,1173,F,2,1,50,-1,12,,50,30,50,30,50,50,40,0,0,1
50933,2012,1174,M,2,2,28,-2,14,,40,85,60,60,70,70,70,0,0,1
50934,2012,1175,M,5,1,8,2,12,,,,97,70,50,70,0,0,1,0
50935,2012,1176,F,1,1,50,-3,14,1,40,70,60,50,50,85,0,1,0,1
50936,2012,1177,M,2,2,28,3,12,,50,0,0,30,40,60,30,0,1,0
50937,2012,1178,M,2,1,50,0,14,0,40,85,30,70,40,85,30,1,0,0
50938,2012,1179,M,1,2,28,0,12,,50,50,50,60,50,60,60,0,0,0
50939,2012,1180,M,2,2,28,0,12,,85,,97,,97,85,0,0,0,0
50940,2012,1181,M,5,2,8,-2,12,,30,30,50,60,15,50,50,0,0,1
50941,2012,1182,M,5,2,75,-1,16,,40,70,70,50,15,70,70,0,0,1
50942,2012,1183,M,2,1,28,-1,16,,40,50,50,70,30,70,97,0,0,1
50943,2012,1184,M,2,2,28,2,16,1,15,70,60,85,70,97,50,1,1,0
50944,2012,1185,F,2,2,50,-3,16,0,50,60,85,70,70,85,85,1,0,1
50945,2012,1186,M,5,2,8,-2,16,0,15,85,40,70,60,85,70,1,0,1
50946,2012,1187,M,2,1,75,-3,12,0,50,50,40,60,30,70,40,1,0,1
50947,2012,1188,F,2,2,28,2,14,1,85,70,51,50,50,97,15,1,1,0
50948,2012,1189,F,5,2,8,-3,14,0,60,50,85,70,70,70,50,1,0,1
50949,2012,1190,F,5,1,50,-1,14,,0,60,40,50,40,70,30,0,0,1
50950,2012,1191,F,2,2,8,-3,14,0,0,50,97,97,50,97,50,1,0,1
50951,2012,1192,F,3,2,8,-1,12,0,85,85,60,97,97,97,85,1,0,1
50952,2012,1193,F,,1,50,-3,14,,70,60,85,5,70,85,60,0,0,1
50953,2012,1194,M,2,2,,-3,14,,50,50,50,60,50,85,60,0,0,1
50954,2012,1195,F,2,1,50,-1,10,,,,50,25,50,75,75,0,0,1
50955,2012,1196,F,2,2,8,-1,14,0,70,60,65,80,75,85,60,1,0,1
50956,2012,1197,F,5,1,28,-2,14,0,60,40,50,50,40,70,60,1,0,1
50957,2012,1198,F,2,2,28,-3,12,,40,50,35,40,50,85,40,0,0,1
50958,2012,1199,M,,2,50,-3,12,0,60,60,70,70,70,85,70,1,0,1
50959,2012,1200,F,2,2,75,-2,16,0,60,50,50,50,50,97,85,1,0,1
50960,2012,1201,M,2,2,75,-3,14,0,0,0,50,70,60,97,70,1,0,1
50961,2012,1202,F,1,1,28,-1,12,,60,50,30,60,50,70,15,0,0,1
50962,2012,1203,F,4,2,8,-3,12,,30,97,60,50,70,97,50,0,0,1
50963,2012,1204,M,4,2,8,-3,12,,,,,,,,,0,0,1
50964,2012,1205,F,5,2,28,-3,12,,0,0,40,85,15,97,0,0,0,1
50965,2012,1206,F,5,1,8,-3,14,0,15,0,30,70,50,60,,1,0,1
50966,2012,1207,F,1,1,8,-3,12,0,0,97,85,80,85,85,0,1,0,1
50967,2012,1208,M,5,1,28,-2,12,,0,,85,85,85,30,0,0,0,1
50968,2012,1209,F,2,1,75,-2,14,0,50,60,50,70,50,85,50,1,0,1
50969,2012,1210,F,6,1,28,-1,12,0,97,70,85,97,85,97,50,1,0,1
50970,2012,1211,M,2,2,50,-2,12,0,60,40,60,60,60,70,40,1,0,1
50971,2012,1212,F,1,2,8,-3,12,,85,30,97,70,97,97,0,0,0,1
50972,2012,1213,F,,1,75,-3,14,0,0,97,70,50,50,50,0,1,0,1
50973,2012,1214,F,5,1,8,-2,14,0,0,85,50,97,85,85,85,1,0,1
50974,2012,1215,F,2,2,50,-3,12,0,0,97,50,50,0,97,85,1,0,1
50975,2012,1216,F,2,2,28,-3,12,0,50,0,97,97,97,97,97,1,0,1
50976,2012,1217,M,1,2,50,-1,12,,40,30,70,50,70,70,25,0,0,1
50977,2012,1218,M,1,1,50,-2,14,0,50,0,50,50,60,85,60,1,0,1
50978,2012,1219,M,5,2,8,-2,10,0,70,70,85,50,85,70,5,1,0,1
50979,2012,1220,M,2,2,28,-3,14,,0,97,8,40,70,97,15,0,0,1
50980,2012,1221,F,5,1,28,-3,12,,85,85,85,85,85,97,0,0,0,1
50981,2012,1222,F,2,2,28,-3,16,,50,70,40,85,70,85,15,0,0,1
50982,2012,1223,F,4,1,8,-2,12,0,,,85,60,50,,70,1,0,1
50983,2012,1224,M,5,2,75,-3,16,0,60,85,30,70,70,85,50,1,0,1
50984,2012,1225,M,5,2,75,-3,16,0,85,60,50,30,85,70,15,1,0,1
50985,2012,1226,F,5,2,28,-3,12,0,15,70,70,97,50,97,97,1,0,1
50986,2012,1227,F,1,1,50,-3,14,0,50,70,50,70,50,70,70,1,0,1
50987,2012,1228,M,1,2,28,-3,14,,,,,,,,,0,0,1
50988,2012,1229,F,2,1,28,-3,12,0,70,85,60,97,60,85,30,1,0,1
50989,2012,1230,F,,2,50,-3,12,0,70,60,85,70,85,85,60,1,0,1
50990,2012,1231,F,1,1,8,-1,12,,70,50,70,85,85,97,70,0,0,1
50991,2012,1232,F,5,2,8,-3,14,,60,50,60,70,70,85,50,0,0,1
50992,2012,1233,F,2,2,8,-3,14,,60,50,70,50,50,80,60,0,0,1
50993,2012,1234,M,1,2,8,-2,12,,60,60,70,70,60,70,85,0,0,1
50994,2012,1235,F,5,1,28,-3,14,0,70,50,85,85,85,97,70,1,0,1
50995,2012,1236,M,1,1,,-3,14,,,,,,,,,0,0,1
50996,2012,1237,F,2,2,28,-3,16,,15,85,70,85,15,85,0,0,0,1
50997,2012,1238,F,2,1,50,2,14,,50,60,60,30,60,50,30,0,1,0
50998,2012,1239,M,,2,28,-2,14,,40,40,97,85,40,97,15,0,0,1
50999,2012,1240,F,5,1,98,1,14,1,70,30,50,30,50,50,15,1,1,0
51000,2012,1241,M,5,1,50,3,14,1,85,15,70,40,70,85,0,1,1,0
51001,2012,1242,F,2,1,50,1,14,1,50,50,70,60,60,85,15,1,1,0
51002,2012,1243,F,1,2,8,1,10,1,,50,60,50,50,65,0,1,1,0
51003,2012,1244,M,2,1,50,3,12,,50,50,60,50,50,70,30,0,1,0
51004,2012,1245,F,4,1,28,3,12,1,85,50,85,60,70,85,0,1,1,0
51005,2012,1246,M,5,2,50,1,16,1,40,60,15,50,40,85,60,1,1,0
51006,2012,1247,M,2,2,28,2,12,,97,97,85,70,50,97,97,0,1,0
51007,2012,1248,F,4,2,28,-1,14,,70,50,60,60,40,85,15,0,0,1
51008,2012,1249,M,2,2,,0,12,,60,60,60,40,0,97,0,0,0,0
51009,2012,1250,M,1,1,75,-2,14,,50,40,50,60,50,97,15,0,0,1
51010,2012,1251,M,4,2,75,0,16,1,60,50,60,30,30,60,40,1,0,0
51011,2012,1252,M,5,1,50,1,,1,40,40,50,75,40,80,40,1,1,0
51012,2012,1253,F,5,1,28,-3,12,,50,60,60,70,70,85,0,0,0,1
51013,2012,1254,F,,2,75,3,14,1,70,15,70,15,40,70,0,1,1,0
51014,2012,1255,M,3,1,28,-2,14,0,50,50,40,40,40,50,30,1,0,1
51015,2012,1256,F,5,2,50,-3,16,0,20,90,40,60,70,97,0,1,0,1
51016,2012,1257,F,2,1,28,-2,14,,,50,70,60,30,70,0,0,0,1
51017,2012,1258,M,1,2,8,-1,12,0,50,50,50,60,60,60,0,1,0,1
51018,2012,1259,F,5,1,28,2,14,1,60,50,30,60,60,60,40,1,1,0
51019,2012,1260,F,5,2,50,-3,16,0,30,97,30,70,30,85,85,1,0,1
51020,2012,1261,F,4,1,8,-2,12,,40,70,30,60,50,70,15,0,0,1
51021,2012,1262,F,6,2,98,2,14,0,85,40,40,60,50,70,30,1,1,0
51022,2012,1263,F,,1,28,0,12,1,50,70,30,,60,50,50,1,0,0
51023,2012,1264,M,2,1,28,1,,,50,50,50,40,30,50,30,0,1,0
51024,2012,1265,M,1,2,8,0,12,,50,,30,40,50,40,50,0,0,0
51025,2012,1266,M,2,1,8,0,12,,50,50,97,97,50,97,0,0,0,0
51026,2012,1267,F,2,1,28,-3,14,,75,60,85,50,50,97,40,0,0,1
51027,2012,1268,F,4,2,28,1,12,1,50,50,40,40,50,60,30,1,1,0
51028,2012,1269,F,2,2,8,-3,12,,40,85,15,50,30,60,50,0,0,1
51029,2012,1270,M,2,1,50,1,12,,,,,,,,,0,1,0
51030,2012,1271,F,5,1,,-3,12,1,15,85,50,60,50,70,50,1,0,1
51031,2012,1272,F,5,1,75,1,16,1,80,60,20,40,60,30,30,1,1,0
51032,2012,1273,F,5,2,50,-3,14,,30,60,60,70,70,,30,0,0,1
51033,2012,1274,F,,1,8,-3,12,,,70,,,,,50,0,0,1
51034,2012,1275,F,5,2,8,3,12,1,97,0,50,0,30,,40,1,1,0
