,year,caseID,gender,socialClassSelf,interestElections,wealthPrcnt,partyID,yrsEdu,voteHouseParty,approveOfConservatives,approveOfLiberals,approveOfBusiness,approveOfUnions,approveOfCongress,approveOfMiddleClass,approveOfIllegalAliens,votedForCong,isRepublican,isDemocrat
51035,2012,1276,F,2,1,50,3,12,,70,70,70,50,85,85,30,0,1,0
51036,2012,1277,M,2,1,50,2,16,1,85,60,70,50,60,85,30,1,1,0
51037,2012,1278,F,4,1,8,0,12,,50,50,50,85,15,85,50,0,0,0
51038,2012,1279,F,1,1,75,2,12,1,50,50,50,30,40,70,40,1,1,0
51039,2012,1280,M,2,2,50,0,12,0,50,50,50,40,30,50,15,1,0,0
51040,2012,1281,F,5,1,28,1,12,,85,60,85,50,30,85,0,0,1,0
51041,2012,1282,M,1,1,75,1,14,1,40,50,40,50,40,60,30,1,1,0
51042,2012,1283,M,2,2,50,-3,12,0,0,97,50,60,50,70,0,1,0,1
51043,2012,1284,M,5,2,75,1,14,1,85,0,97,30,0,97,50,1,1,0
51044,2012,1285,M,4,1,75,1,12,,50,50,50,50,50,50,50,0,1,0
51045,2012,1286,F,4,2,28,1,16,1,85,85,85,15,60,85,85,1,1,0
51046,2012,1287,M,1,2,50,1,12,1,50,0,70,0,15,70,0,1,1,0
51047,2012,1288,F,,1,8,-1,12,0,30,50,15,70,40,40,50,1,0,1
51048,2012,1289,F,1,2,50,2,12,,50,30,50,50,50,70,0,0,1,0
51049,2012,1290,F,5,1,98,-2,14,,50,60,50,60,50,70,40,0,0,1
51050,2012,1291,M,2,2,28,1,14,,60,50,50,50,40,70,40,0,1,0
51051,2012,1292,F,2,2,50,-1,16,,50,50,70,30,50,97,0,0,0,1
51052,2012,1293,F,5,1,50,-1,14,,30,70,70,40,40,60,15,0,0,1
51053,2012,1294,M,5,2,50,1,14,,30,30,60,30,40,70,0,0,1,0
51054,2012,1295,F,2,2,50,-1,12,,50,50,40,50,50,70,0,0,0,1
51055,2012,1296,F,,2,8,-2,,,60,60,60,40,40,70,60,0,0,1
51056,2012,1297,M,2,1,50,-2,12,,40,30,30,30,40,50,15,0,0,1
51057,2012,1298,M,2,1,50,-2,16,0,40,70,40,85,40,85,60,1,0,1
51058,2012,1299,F,1,2,8,-1,14,,50,40,30,40,40,60,30,0,0,1
51059,2012,1300,F,4,1,28,1,12,,50,50,70,70,50,85,80,0,1,0
51060,2012,1301,F,1,2,8,-2,12,0,60,50,50,50,50,50,50,1,0,1
51061,2012,1302,M,1,2,50,-3,12,0,70,85,70,97,60,85,60,1,0,1
51062,2012,1303,M,1,2,50,-2,,0,50,50,70,30,50,70,15,1,0,1
51063,2012,1304,F,2,2,50,-3,14,0,40,60,60,70,60,70,60,1,0,1
51064,2012,1305,M,2,2,8,-3,14,,,,,,,,,0,0,1
51065,2012,1306,F,5,1,50,-3,12,,40,40,60,40,60,85,50,0,0,1
51066,2012,1307,F,5,2,28,-3,12,0,70,70,50,85,85,97,50,1,0,1
51067,2012,1308,F,5,2,8,-3,12,,50,,70,,,70,0,0,0,1
51068,2012,1309,M,,2,50,-2,16,,,,,,,,,0,0,1
51069,2012,1310,F,2,2,8,-3,14,0,50,50,30,50,40,70,50,1,0,1
51070,2012,1311,F,1,1,8,-3,12,0,85,50,50,70,70,97,50,1,0,1
51071,2012,1312,F,5,1,28,-2,14,0,50,70,85,70,60,85,40,1,0,1
51072,2012,1313,F,2,2,50,-3,12,0,50,70,15,70,70,70,50,1,0,1
51073,2012,1314,F,,2,50,-3,14,0,50,50,50,97,50,97,70,1,0,1
51074,2012,1315,F,3,1,50,-3,12,,40,50,60,70,50,97,40,0,0,1
51075,2012,1316,M,2,2,50,-2,14,0,50,50,70,50,60,85,40,1,0,1
51076,2012,1317,F,2,1,50,-3,12,,50,50,50,85,50,85,40,0,0,1
51077,2012,1318,F,5,1,75,-3,14,0,70,50,70,85,85,85,85,1,0,1
51078,2012,1319,F,5,2,8,-3,12,,,70,80,70,,80,50,0,0,1
51079,2012,1320,F,5,2,8,-3,14,0,40,97,97,85,85,97,0,1,0,1
51080,2012,1321,F,5,2,75,-2,16,0,60,60,60,85,40,85,70,1,0,1
51081,2012,1322,F,1,2,28,-3,12,0,60,60,60,70,70,70,30,1,0,1
51082,2012,1323,F,2,1,50,-3,14,0,50,40,40,60,40,60,70,1,0,1
51083,2012,1324,F,2,1,28,-3,12,0,60,70,70,70,85,85,85,1,0,1
51084,2012,1325,F,,2,50,-3,16,0,30,85,70,85,85,85,50,1,0,1
51085,2012,1326,F,5,2,75,-3,16,,0,70,15,85,0,97,60,0,0,1
51086,2012,1327,F,1,1,50,-3,12,0,,85,70,0,85,85,50,1,0,1
51087,2012,1328,F,5,1,50,3,16,0,30,70,60,30,40,85,40,1,1,0
51088,2012,1329,M,5,2,50,-3,12,0,15,90,50,85,70,97,50,1,0,1
51089,2012,1330,F,6,1,28,-2,12,,40,70,60,70,60,70,60,0,0,1
51090,2012,1331,M,2,1,28,-2,12,,40,40,40,50,40,60,50,0,0,1
51091,2012,1332,F,2,2,50,-3,14,0,,50,50,70,50,97,50,1,0,1
51092,2012,1333,F,,2,28,-1,12,0,35,70,10,40,10,80,90,1,0,1
51093,2012,1334,F,2,1,50,-3,14,0,60,60,40,60,60,70,50,1,0,1
51094,2012,1335,M,2,1,8,-2,14,,,,,,,,,0,0,1
51095,2012,1336,F,1,2,50,-3,12,0,50,40,50,50,60,85,15,1,0,1
51096,2012,1337,M,5,1,28,-1,16,,40,70,45,55,40,60,45,0,0,1
51097,2012,1338,F,2,2,8,-3,14,,,,,,,,,0,0,1
51098,2012,1339,M,2,1,8,-3,14,0,85,85,85,15,85,97,0,1,0,1
51099,2012,1340,M,1,1,75,-1,12,1,60,60,70,50,70,85,40,1,0,1
51100,2012,1341,M,4,1,50,2,16,1,50,40,40,30,40,60,30,1,1,0
51101,2012,1342,F,5,2,8,-3,14,,60,50,40,97,85,97,60,0,0,1
51102,2012,1343,F,2,2,8,-3,14,,,,,,,,,0,0,1
51103,2012,1344,F,1,1,28,,14,,60,60,85,60,85,97,97,0,0,0
51104,2012,1345,M,4,2,8,-1,12,0,0,50,40,60,40,70,50,1,0,1
51105,2012,1346,F,2,1,28,-2,12,,,,,,,,,0,0,1
51106,2012,1347,F,1,1,8,-1,12,,70,70,40,70,60,70,5,0,0,1
51107,2012,1348,M,1,2,28,-3,12,0,50,60,40,70,60,80,70,1,0,1
51108,2012,1349,F,1,2,8,-3,12,,70,,50,97,60,97,50,0,0,1
51109,2012,1350,F,1,2,8,-1,12,,97,,85,97,97,97,97,0,0,1
51110,2012,1351,M,6,2,50,-1,12,1,50,50,50,60,50,85,40,1,0,1
51111,2012,1352,F,2,1,8,-3,14,0,60,50,70,85,85,60,15,1,0,1
51112,2012,1353,F,,2,28,-3,14,0,70,70,70,60,70,85,70,1,0,1
51113,2012,1354,F,5,2,8,-3,12,0,85,40,,70,30,85,85,1,0,1
51114,2012,1355,M,2,1,28,-3,14,,60,60,40,85,60,60,60,0,0,1
51115,2012,1356,F,2,2,28,-3,16,0,50,60,50,70,70,85,0,1,0,1
51116,2012,1357,F,2,2,28,-3,14,0,50,40,30,50,40,85,50,1,0,1
51117,2012,1358,F,2,1,8,-3,14,,50,50,15,60,40,70,60,0,0,1
51118,2012,1359,F,2,2,50,-3,14,1,40,40,40,50,30,60,70,1,0,1
51119,2012,1360,F,5,2,8,-3,14,0,40,70,85,60,40,70,70,1,0,1
51120,2012,1361,F,2,2,28,-1,14,,,,,,,50,0,0,0,1
51121,2012,1362,F,2,1,50,-2,14,0,50,97,50,97,50,50,50,1,0,1
51122,2012,1363,M,,1,28,-1,14,0,85,85,97,60,50,97,85,1,0,1
51123,2012,1364,F,2,1,8,2,12,,40,85,50,97,85,15,50,0,1,0
51124,2012,1365,M,2,2,28,-1,12,0,70,85,40,60,70,85,50,1,0,1
51125,2012,1366,M,2,1,50,-3,12,0,97,85,85,97,85,97,97,1,0,1
51126,2012,1367,M,,1,8,,14,1,,,40,40,30,50,50,1,0,0
51127,2012,1368,M,2,2,28,-3,12,1,70,50,70,97,70,97,80,1,0,1
51128,2012,1369,M,2,2,8,-3,10,0,,,,80,,85,50,1,0,1
51129,2012,1370,M,2,2,28,-1,12,,50,50,60,60,50,85,70,0,0,1
51130,2012,1371,F,2,1,28,-3,14,0,70,60,85,60,60,85,50,1,0,1
51131,2012,1372,F,1,2,8,-3,,,,,,,,,,0,0,1
51132,2012,1373,F,2,1,8,-3,14,0,85,,85,70,70,85,70,1,0,1
51133,2012,1374,F,2,2,28,-3,14,0,40,50,85,85,60,60,15,1,0,1
51134,2012,1375,F,2,2,50,-3,14,0,50,50,50,97,50,50,50,1,0,1
51135,2012,1376,F,1,2,8,-3,14,0,40,30,60,50,60,70,40,1,0,1
51136,2012,1377,F,,1,8,-3,14,0,60,50,97,50,60,50,50,1,0,1
51137,2012,1378,F,1,2,8,-3,12,0,50,50,85,97,85,85,50,1,0,1
51138,2012,1379,F,1,2,8,-3,12,,97,60,85,85,85,60,15,0,0,1
51139,2012,1380,F,5,2,50,-1,14,1,60,70,70,97,70,97,0,1,0,1
51140,2012,1381,F,2,2,50,-2,14,1,70,70,60,70,60,85,50,1,0,1
51141,2012,1382,F,2,2,50,-3,14,0,70,50,15,97,50,97,75,1,0,1
51142,2012,1383,F,1,2,8,-3,14,0,0,85,0,0,60,97,85,1,0,1
51143,2012,1384,M,2,1,8,-2,,,,,,,,,,0,0,1
51144,2012,1385,M,5,2,50,3,16,1,85,15,70,0,30,50,15,1,1,0
51145,2012,1386,F,3,2,75,3,14,1,70,40,85,75,60,85,0,1,1,0
51146,2012,1387,F,5,2,75,3,16,1,85,15,60,0,0,60,30,1,1,0
51147,2012,1388,M,5,2,75,-1,16,0,75,80,65,80,10,85,75,1,0,1
51148,2012,1389,F,5,2,50,1,16,1,85,30,50,0,15,70,15,1,1,0
51149,2012,1390,F,5,2,98,2,16,1,85,60,60,30,30,85,15,1,1,0
51150,2012,1391,M,5,2,98,1,12,,60,30,50,60,60,50,40,0,1,0
51151,2012,1392,F,5,1,75,1,16,1,70,70,60,50,30,97,40,1,1,0
51152,2012,1393,F,5,1,50,1,16,1,90,40,85,30,80,97,60,1,1,0
51153,2012,1394,M,5,2,98,2,16,1,70,60,70,30,50,70,30,1,1,0
51154,2012,1395,M,6,2,98,1,16,1,60,50,10,6,7,80,40,1,1,0
51155,2012,1396,F,4,2,75,2,16,1,85,30,97,0,30,97,15,1,1,0
51156,2012,1397,F,,2,75,1,14,1,70,70,85,97,50,85,97,1,1,0
51157,2012,1398,M,5,1,75,1,16,1,60,15,70,30,15,50,40,1,1,0
51158,2012,1399,M,5,2,98,1,16,1,80,20,40,5,5,85,5,1,1,0
51159,2012,1400,F,5,1,75,-3,16,,40,70,50,50,30,85,70,0,0,1
51160,2012,1401,F,3,2,75,2,14,1,50,50,60,15,60,85,60,1,1,0
51161,2012,1402,F,4,2,50,-3,12,,50,50,50,50,50,70,70,0,0,1
51162,2012,1403,F,5,2,50,3,16,1,85,60,85,30,60,97,70,1,1,0
51163,2012,1404,M,,2,75,2,16,1,85,15,85,50,15,85,40,1,1,0
51164,2012,1405,M,2,2,50,0,14,,50,50,50,70,50,85,15,0,0,0
51165,2012,1406,F,5,1,8,-1,16,,40,40,40,50,40,70,50,0,0,1
51166,2012,1407,M,1,1,8,-3,14,0,85,50,15,50,50,85,50,1,0,1
51167,2012,1408,F,5,1,8,2,14,,,,,,,,,0,1,0
51168,2012,1409,M,2,1,8,-2,12,0,70,40,0,40,50,97,50,1,0,1
51169,2012,1410,F,2,2,28,-3,14,,30,70,60,70,50,97,40,0,0,1
51170,2012,1411,M,2,2,8,-1,12,,,,,,,,,0,0,1
51171,2012,1412,M,5,2,50,1,14,0,50,50,85,60,70,85,70,1,1,0
51172,2012,1413,F,2,1,50,1,14,,70,40,50,70,60,97,30,0,1,0
51173,2012,1414,F,5,1,8,3,12,,70,85,85,85,85,85,85,0,1,0
51174,2012,1415,M,2,2,8,-3,12,0,70,70,97,85,97,97,15,1,0,1
51175,2012,1416,F,4,1,,-3,16,0,60,,,,,70,30,1,0,1
51176,2012,1417,M,4,1,50,-1,14,,,,,,,,,0,0,1
51177,2012,1418,F,2,1,50,-3,14,0,70,50,60,50,70,85,60,1,0,1
51178,2012,1419,M,2,2,28,-3,12,0,15,85,15,85,0,85,70,1,0,1
51179,2012,1420,M,1,1,28,-1,12,,85,70,40,85,40,60,50,0,0,1
51180,2012,1421,F,4,2,50,-3,12,0,,,70,,85,70,50,1,0,1
51181,2012,1422,F,5,1,8,-3,12,,85,85,85,70,97,97,70,0,0,1
51182,2012,1423,M,,2,8,-1,12,,,70,50,,70,85,0,0,0,1
51183,2012,1424,F,2,2,28,-3,12,0,70,70,97,85,85,85,70,1,0,1
51184,2012,1425,M,,2,50,-2,14,0,65,90,15,85,30,97,30,1,0,1
51185,2012,1426,F,5,2,28,-3,14,0,70,60,70,85,60,85,60,1,0,1
51186,2012,1427,F,,1,8,-2,12,,60,60,50,70,50,70,50,0,0,1
51187,2012,1428,F,1,2,8,3,14,0,97,60,70,30,15,70,85,1,1,0
51188,2012,1429,F,4,1,8,-3,14,,50,50,70,50,50,50,50,0,0,1
51189,2012,1430,F,,2,8,-3,14,0,0,97,97,97,50,97,85,1,0,1
51190,2012,1431,F,5,2,50,-2,14,,50,60,60,50,40,60,40,0,0,1
51191,2012,1432,M,4,1,8,-2,12,,70,50,60,85,85,70,30,0,0,1
51192,2012,1433,M,1,1,28,-2,12,,,,,,,,,0,0,1
51193,2012,1434,M,1,1,,-2,12,,,,,,,,,0,0,1
51194,2012,1435,F,2,2,28,-2,14,,,,30,,60,50,60,0,0,1
51195,2012,1436,F,1,1,28,-3,12,,0,97,,50,50,85,70,0,0,1
51196,2012,1437,F,2,2,8,0,12,0,70,70,60,70,50,97,50,1,0,0
51197,2012,1438,F,5,2,75,-2,16,0,50,80,20,90,50,90,85,1,0,1
51198,2012,1439,F,4,1,8,-3,10,0,85,50,97,85,85,85,70,1,0,1
51199,2012,1440,F,1,1,50,-3,14,0,50,75,40,80,60,80,50,1,0,1
51200,2012,1441,F,5,2,50,-3,16,0,50,80,40,80,75,75,15,1,0,1
51201,2012,1442,F,3,2,75,1,14,0,85,85,85,70,85,85,85,1,1,0
51202,2012,1443,F,5,1,8,-2,14,,50,50,30,,40,97,50,0,0,1
51203,2012,1444,F,,1,8,0,10,,50,50,97,70,97,60,40,0,0,0
51204,2012,1445,F,5,1,50,3,12,1,97,0,97,0,50,97,15,1,1,0
51205,2012,1446,M,2,2,50,0,14,0,45,40,40,75,70,85,60,1,0,0
51206,2012,1447,M,2,2,8,-2,12,,0,50,0,50,50,97,50,0,0,1
51207,2012,1448,M,5,2,75,-1,14,,5,5,3,7,5,97,0,0,0,1
51208,2012,1449,M,5,1,28,-1,12,,,,,97,,97,70,0,0,1
51209,2012,1450,M,2,1,75,-2,12,0,90,85,50,20,40,80,90,1,0,1
51210,2012,1451,M,5,2,50,-1,14,0,30,15,40,97,60,85,40,1,0,1
51211,2012,1452,M,5,2,75,-3,16,1,60,60,40,85,50,97,40,1,0,1
51212,2012,1453,M,2,2,28,2,14,0,70,40,65,70,85,85,40,1,1,0
51213,2012,1454,M,2,2,50,3,16,1,85,40,70,60,75,85,30,1,1,0
51214,2012,1455,F,2,2,28,2,12,1,85,30,85,50,60,85,60,1,1,0
51215,2012,1456,F,2,1,8,-2,12,,50,65,20,60,50,80,0,0,0,1
51216,2012,1457,F,5,2,75,2,16,,85,40,70,30,30,85,60,0,1,0
51217,2012,1458,M,1,2,8,3,16,1,97,0,50,50,50,50,50,1,1,0
51218,2012,1459,M,,1,50,1,14,0,60,70,40,85,60,50,,1,1,0
51219,2012,1460,F,5,2,50,0,12,,97,50,70,80,80,80,80,0,0,0
51220,2012,1461,F,2,2,8,-2,12,,85,97,97,40,50,97,97,0,0,1
51221,2012,1462,M,3,2,8,0,14,,50,50,70,50,60,97,50,0,0,0
51222,2012,1463,M,2,1,50,1,14,,50,0,50,50,50,97,0,0,1,0
51223,2012,1464,F,2,1,50,2,16,0,75,80,85,95,75,95,80,1,1,0
51224,2012,1465,M,2,1,8,-2,12,0,50,70,30,80,60,85,30,1,0,1
51225,2012,1466,F,5,2,8,3,16,1,95,50,75,75,70,80,15,1,1,0
51226,2012,1467,F,2,1,8,-3,14,0,40,50,30,80,60,85,15,1,0,1
51227,2012,1468,M,2,1,75,-1,14,0,15,85,15,50,50,50,97,1,0,1
51228,2012,1469,F,5,1,50,-2,16,0,60,60,40,70,40,85,40,1,0,1
51229,2012,1470,F,2,1,75,-3,16,,40,85,50,65,65,85,30,0,0,1
51230,2012,1471,F,5,2,50,-3,16,0,75,80,90,80,50,97,50,1,0,1
51231,2012,1472,M,4,2,75,0,12,,50,50,0,50,50,97,97,0,0,0
51232,2012,1473,F,5,1,,-3,12,0,85,50,60,85,85,85,50,1,0,1
51233,2012,1474,M,1,2,50,-2,14,,60,50,50,60,50,80,60,0,0,1
51234,2012,1475,M,2,1,28,-1,12,,85,85,50,,85,85,50,0,0,1
51235,2012,1476,F,4,1,28,,12,,,40,50,,,70,85,0,0,0
51236,2012,1477,M,4,1,50,-3,14,,50,0,50,50,50,50,50,0,0,1
51237,2012,1478,M,2,1,50,-3,14,0,70,70,60,50,60,60,50,1,0,1
51238,2012,1479,F,2,1,8,0,12,,75,30,60,25,50,75,50,0,0,0
51239,2012,1480,M,3,2,,-1,14,,,,,,,,,0,0,1
51240,2012,1481,F,,1,8,-1,12,,9,,9,5,,9,60,0,0,1
51241,2012,1482,M,2,1,,-2,14,,60,40,40,70,50,70,30,0,0,1
51242,2012,1483,F,2,2,50,-1,14,,85,0,30,50,50,85,15,0,0,1
51243,2012,1484,F,5,2,50,-2,12,,80,50,50,60,80,50,75,0,0,1
51244,2012,1485,M,2,2,,0,10,,60,50,50,50,60,90,60,0,0,0
51245,2012,1486,F,1,2,50,-1,12,,5,5,7,6,9,5,40,0,0,1
51246,2012,1487,M,2,1,50,-3,14,,50,50,50,50,50,50,85,0,0,1
51247,2012,1488,F,5,2,50,-1,14,0,70,70,97,70,40,85,60,1,0,1
51248,2012,1489,M,5,2,8,-3,14,0,0,85,0,60,50,97,50,1,0,1
51249,2012,1490,F,,2,28,1,12,0,0,0,0,0,0,50,97,1,1,0
51250,2012,1491,M,2,2,8,0,12,,,,,,,,,0,0,0
51251,2012,1492,M,1,2,50,-1,14,0,60,50,60,85,50,85,50,1,0,1
51252,2012,1493,F,1,1,,-3,16,,,,,,,,,0,0,1
51253,2012,1494,M,2,1,50,-3,14,,,,,,,,,0,0,1
51254,2012,1495,M,2,2,50,3,12,,,,,,,,,0,1,0
51255,2012,1496,F,5,2,,3,14,,,,,,,,,0,1,0
51256,2012,1497,M,2,2,50,0,14,0,70,80,30,70,50,70,70,1,0,0
51257,2012,1498,M,2,2,8,0,12,,,50,30,70,50,90,15,0,0,0
51258,2012,1499,M,2,2,50,-1,14,0,30,60,25,75,60,85,65,1,0,1
51259,2012,1500,M,2,1,8,-2,14,,50,50,45,50,,50,35,0,0,1
51260,2012,1501,F,5,2,75,-1,16,,75,0,50,,50,70,15,0,0,1
51261,2012,1502,M,4,1,8,0,14,,50,50,30,50,50,97,0,0,0,0
51262,2012,1503,M,,2,28,-3,12,,50,50,97,97,97,97,97,0,0,1
51263,2012,1504,F,5,2,,-3,,,70,80,80,60,80,80,30,0,0,1
51264,2012,1505,M,5,2,28,-1,12,,60,50,85,85,60,70,50,0,0,1
51265,2012,1506,M,5,1,50,2,16,,60,40,60,30,40,70,40,0,1,0
51266,2012,1507,M,2,2,8,1,12,,60,50,60,30,50,52,50,0,1,0
51267,2012,1508,F,,1,50,-1,12,,40,35,30,35,40,97,97,0,0,1
51268,2012,1509,M,5,2,50,0,14,,50,40,50,50,50,50,50,0,0,0
51269,2012,1510,M,4,1,,0,12,,,,,,,,,0,0,0
51270,2012,1511,M,,1,8,0,12,,97,97,50,85,50,97,30,0,0,0
51271,2012,1512,F,5,1,8,-3,12,,40,15,40,30,70,70,50,0,0,1
51272,2012,1513,F,2,1,28,-1,12,,70,50,70,97,70,97,60,0,0,1
51273,2012,1514,F,,2,75,2,12,,75,60,65,45,60,55,30,0,1,0
51274,2012,1515,F,,1,50,0,12,0,50,50,50,50,60,65,85,1,0,0
51275,2012,1516,F,1,1,28,-1,14,,30,85,15,50,15,60,50,0,0,1
51276,2012,1517,F,5,1,75,1,14,1,60,65,50,45,50,80,50,1,1,0
51277,2012,1518,F,0,2,28,-3,12,,45,75,20,75,50,80,85,0,0,1
51278,2012,1519,F,3,2,75,3,14,,60,50,60,10,65,50,50,0,1,0
51279,2012,1520,F,1,2,50,-3,12,0,50,75,10,40,50,60,30,1,0,1
51280,2012,1521,F,,2,28,-2,12,,50,50,29,50,60,85,20,0,0,1
51281,2012,1522,M,,1,50,-3,12,0,0,97,0,85,40,97,50,1,0,1
51282,2012,1523,F,5,1,75,-3,12,,50,97,45,85,50,70,55,0,0,1
51283,2012,1524,M,2,2,50,0,12,1,60,75,45,30,55,80,30,1,0,0
51284,2012,1525,M,,1,50,-2,14,,80,45,70,25,65,60,75,0,0,1
51285,2012,1526,F,5,1,28,-2,14,,,,,,,97,30,0,0,1
51286,2012,1527,F,,2,8,-1,12,,65,50,60,25,45,90,30,0,0,1
51287,2012,1528,F,2,2,50,2,12,,50,50,50,40,60,60,75,0,1,0
51288,2012,1529,F,5,2,28,-2,12,,80,50,80,25,70,60,30,0,0,1
51289,2012,1530,M,2,1,50,0,14,,50,50,50,70,65,80,45,0,0,0
51290,2012,1531,M,,2,50,1,14,1,97,15,60,50,40,80,40,1,1,0
51291,2012,1532,M,2,1,28,-3,12,,40,80,30,95,40,90,60,0,0,1
51292,2012,1533,M,,2,28,3,12,1,50,20,50,0,15,70,0,1,1,0
51293,2012,1534,M,5,1,75,2,16,1,60,40,60,60,40,70,40,1,1,0
51294,2012,1535,M,5,1,98,-1,16,,,,,,,,,0,0,1
51295,2012,1536,F,2,1,50,-3,12,0,60,85,70,70,60,70,70,1,0,1
51296,2012,1537,M,,2,75,-1,16,0,50,50,40,50,50,70,30,1,0,1
51297,2012,1538,F,2,2,28,-3,14,0,70,85,60,85,70,97,30,1,0,1
51298,2012,1539,F,2,2,8,-1,16,1,30,85,40,85,60,97,40,1,0,1
51299,2012,1540,F,3,2,98,-3,14,0,0,97,97,85,0,97,85,1,0,1
51300,2012,1541,M,2,2,50,-3,12,,70,97,60,70,70,85,70,0,0,1
51301,2012,1542,M,2,2,50,1,14,1,97,40,40,70,0,85,0,1,1,0
51302,2012,1543,M,,2,8,-3,14,0,40,85,50,85,40,85,60,1,0,1
51303,2012,1544,F,4,2,75,1,12,,,,,,,,,0,1,0
51304,2012,1545,M,5,2,75,-1,14,0,60,40,60,60,60,70,40,1,0,1
51305,2012,1546,M,5,2,75,-3,12,0,30,70,30,70,40,60,85,1,0,1
51306,2012,1547,M,5,1,75,2,14,1,40,50,30,85,30,50,0,1,1,0
51307,2012,1548,M,2,1,50,-2,14,,,,,,,,,0,0,1
51308,2012,1549,F,2,2,28,-2,14,0,50,90,15,50,20,80,49,1,0,1
51309,2012,1550,F,1,1,,-3,16,1,40,60,60,50,50,50,50,1,0,1
51310,2012,1551,F,,2,,-3,16,0,85,60,15,85,70,85,0,1,0,1
51311,2012,1552,M,5,1,75,-3,16,0,30,60,40,60,30,50,50,1,0,1
51312,2012,1553,F,5,1,75,-1,16,0,50,50,60,40,50,50,40,1,0,1
51313,2012,1554,M,1,1,50,1,12,,50,50,50,30,30,50,50,0,1,0
51314,2012,1555,F,5,1,50,3,16,1,60,40,60,30,60,85,40,1,1,0
51315,2012,1556,F,2,2,28,1,12,1,70,30,50,50,40,70,70,1,1,0
51316,2012,1557,F,2,2,8,-3,14,0,60,97,60,85,70,97,,1,0,1
51317,2012,1558,F,5,2,8,-1,16,0,50,85,85,85,85,97,85,1,0,1
51318,2012,1559,F,4,2,50,,14,,,,,,,,,0,0,0
51319,2012,1560,F,4,1,50,-2,14,,,,,,,,,0,0,1
51320,2012,1561,F,,1,8,0,14,,85,70,70,70,85,85,,0,0,0
51321,2012,1562,F,4,2,28,-1,12,,50,50,50,50,50,70,97,0,0,1
51322,2012,1563,M,1,1,8,-1,12,,,,50,50,50,70,0,0,0,1
51323,2012,1564,M,2,2,28,0,14,,50,50,30,97,50,97,0,0,0,0
51324,2012,1565,M,5,2,8,-1,12,,40,,40,50,50,50,15,0,0,1
51325,2012,1566,M,,1,8,-1,12,,60,,97,50,60,50,97,0,0,1
51326,2012,1567,F,,1,8,-3,12,,,,30,60,40,97,50,0,0,1
51327,2012,1568,F,5,2,50,0,16,,50,60,30,60,50,85,60,0,0,0
51328,2012,1569,F,1,1,50,2,12,,60,50,60,60,60,70,60,0,1,0
51329,2012,1570,M,5,1,50,2,12,,50,50,40,60,15,60,40,0,1,0
51330,2012,1571,F,4,2,50,0,14,,50,40,50,50,50,60,60,0,0,0
51331,2012,1572,F,2,1,8,-1,14,0,40,85,70,30,70,85,60,1,0,1
51332,2012,1573,F,1,1,28,0,12,,,,50,,50,50,97,0,0,0
51333,2012,1574,F,1,1,50,2,12,1,60,40,85,60,60,85,30,1,1,0
51334,2012,1575,M,,1,,-1,12,,,,,,,,,0,0,1
51335,2012,1576,F,,2,50,0,12,,,,85,70,70,95,85,0,0,0
51336,2012,1577,F,,2,28,-1,14,1,70,95,85,97,70,97,85,1,0,1
51337,2012,1578,M,,1,8,-3,12,,50,60,50,60,50,50,50,0,0,1
51338,2012,1579,F,5,1,50,1,12,,60,60,70,70,50,60,85,0,1,0
51339,2012,1580,F,5,1,50,-1,14,,50,40,50,50,50,85,15,0,0,1
51340,2012,1581,F,5,2,50,3,16,1,50,40,70,40,40,85,0,1,1,0
51341,2012,1582,F,5,2,28,-3,16,,40,85,15,60,0,97,50,0,0,1
51342,2012,1583,F,5,2,50,-2,16,1,50,60,50,50,30,50,85,1,0,1
51343,2012,1584,F,2,2,50,3,14,1,70,60,60,60,40,70,70,1,1,0
51344,2012,1585,F,2,2,8,1,14,,60,60,30,40,40,70,15,0,1,0
51345,2012,1586,F,4,2,8,-1,12,,60,50,50,70,85,70,0,0,0,1
51346,2012,1587,F,2,1,8,2,12,,50,40,40,40,40,97,85,0,1,0
51347,2012,1588,F,,2,98,-3,16,,60,97,97,97,97,97,50,0,0,1
51348,2012,1589,M,5,2,75,1,16,0,60,30,60,15,0,97,85,1,1,0
51349,2012,1590,F,0,2,8,2,12,,70,70,85,70,60,60,97,0,1,0
51350,2012,1591,M,3,2,8,-3,16,0,30,70,50,70,70,60,50,1,0,1
51351,2012,1592,M,5,2,8,-3,14,0,60,85,40,70,70,97,60,1,0,1
51352,2012,1593,M,4,2,8,1,14,,70,15,85,0,40,85,15,0,1,0
51353,2012,1594,M,2,2,50,-1,14,0,85,70,60,85,70,70,70,1,0,1
51354,2012,1595,M,2,2,8,-2,12,,60,60,60,60,50,85,60,0,0,1
51355,2012,1596,M,5,2,8,-1,12,,30,70,50,50,60,60,30,0,0,1
51356,2012,1597,F,5,2,50,1,12,,85,15,30,15,40,85,30,0,1,0
51357,2012,1598,M,,2,28,1,12,,50,50,50,70,50,70,40,0,1,0
51358,2012,1599,F,,2,98,1,12,,70,50,70,85,50,85,5,0,1,0
51359,2012,1600,F,5,2,98,1,14,,70,,50,60,50,70,0,0,1,0
51360,2012,1601,F,,2,8,3,14,,,,,,,,,0,1,0
51361,2012,1602,M,5,2,8,3,12,0,85,30,70,70,70,70,50,1,1,0
51362,2012,1603,F,5,1,50,-1,12,1,60,60,40,50,40,70,50,1,0,1
