,districtFull,medianIncome,meanIncome,over75,over200,l150h200,under50,under40,under25,prcntCollege,prcntWhite,prcntBlack,prcntAsian,prcntLat,industry,rural,urbanLoose,urbanStrict,urbanAll,district,state,distNum,handle,party,policy,homestyle,other,prcntHome,prcntPolicy,prcntHomeOther
1,"Congressional District (at Large) (113th Congress), Alaska",68818,85203,45.4,5.5,7.5,35.9,23.9,15.7,27.5,73.7,5,7.2,5.8,5.2,0.403880547,0.401626233,0.194493219,0.596119453,AK,AK,0,repdonyoung,R,452,241,1,0.347262248,0.65129683,0.347763348
2,"Congressional District (at Large) (113th Congress), Delaware",59144,76213,38.8,4.5,5.2,42,28.9,19.4,28.6,72.3,23,3.8,8.4,1.1,0.164514579,0.618867413,0.216618008,0.835485421,DE,DE,0,johncarneyde,D,665,556,1,0.454991817,0.544189853,0.455364455
3,"Congressional District (at Large) (113th Congress), North Dakota",52427,68186,32.8,3.5,3.3,48,33.6,22.7,27.3,91.6,1.7,1.4,2.2,8.8,0.426642058,0.385640225,0.187717718,0.573357942,ND,ND,0,kevincramer,R,465,388,2,0.45380117,0.543859649,0.454865182
4,"Congressional District (at Large) (113th Congress), South Dakota",48900,62843,29,2.5,2.8,50.9,35.5,23.9,26.4,87.6,1.9,1.3,2.9,7.1,0.447000589,0.289149731,0.26384968,0.552999411,SD,SD,0,repkristinoem,D,816,661,6,0.445718139,0.550236008,0.447528775
5,"Congressional District (at Large) (113th Congress), Wyoming",55979,69744,35.5,2.7,4.2,44.4,30.6,19.9,24.5,93.6,1.5,1.2,9.2,12.1,0.378030153,0.235603434,0.386366414,0.621969847,WY,WY,0,cynthialummis,R,767,362,5,0.319223986,0.676366843,0.320637733
6,"Congressional District 1 (113th Congress), Arizona",46297,59686,27.1,2.3,3.1,53.3,37.8,27.2,23.3,66.9,3.2,2.2,20.6,4.4,0.401784887,0.286940679,0.311274434,0.598215113,AZ-01,AZ,1,ann_kirkpatrick,D,295,471,4,0.611688312,0.383116883,0.614882507
7,"Congressional District 1 (113th Congress), Arkansas",35639,48339,18.8,1.3,1.7,64.8,49.3,36,14.6,80.2,18.7,0.6,2.9,5.7,0.568256303,0.16834934,0.263394358,0.431743697,AR-01,AR,1,reprickcrawford,R,798,672,4,0.455902307,0.541383989,0.457142857
8,"Congressional District 1 (113th Congress), California",44522,59140,27,2.4,3.3,54.8,40,28.4,21.8,90.6,2.3,3.6,12.5,4.1,0.399395343,0.288384279,0.312220378,0.600604657,CA-01,CA,1,douglamalfa,R,1995,537,11,0.211167912,0.784506488,0.212085308
9,"Congressional District 1 (113th Congress), Colorado",51481,76096,34.5,5.8,5.2,48.6,35.3,25,42.7,77.6,9.9,4.2,28.6,1,2.97E-06,0.999997033,0,0.999997033,CO-01,CO,1,repdianadegette,D,666,287,4,0.299895507,0.695924765,0.30115425
10,"Congressional District 1 (113th Congress), Connecticut",63049,82518,42.2,5.9,6.7,40.3,28.9,20.6,33.9,74.6,16.4,5.3,15.1,0.2,0.060078645,0.908925367,0.030995989,0.939921355,CT-01,CT,1,repjohnlarson,D,606,468,2,0.434944238,0.563197026,0.43575419
11,"Congressional District 1 (113th Congress), Georgia",44761,59244,26.7,2.5,2.8,54.8,39.5,28,23.2,65.9,30.8,2.2,6.2,1.4,0.296155386,0.515268778,0.188575836,0.703844614,GA-01,GA,1,jackkingston,R,1022,352,8,0.254703329,0.739507959,0.256186317
12,"Congressional District 1 (113th Congress), Hawaii",69430,86521,46.5,6,7.4,35.1,22.9,15.4,33.3,33.1,3.2,67.7,7.3,0.5,0.002055433,0.997944567,0,0.997944567,HI-01,HI,1,rephanabusa,D,479,457,4,0.486170213,0.509574468,0.488247863
13,"Congressional District 1 (113th Congress), Idaho",46399,58563,25.2,1.8,2.7,53.2,37.4,24.9,23.8,95.6,0.8,1.8,10.2,4.5,0.360773213,0.500441556,0.138785232,0.639226787,ID-01,ID,1,raul_labrador,R,471,360,2,0.432172869,0.56542617,0.433212996
14,"Congressional District 1 (113th Congress), Illinois",47582,63125,30.9,2.7,4.3,51.8,39.4,29.3,26.2,41.8,53,2.3,8.9,0.2,0.00865006,0.99134994,0,0.99134994,IL-01,IL,1,repbobbyrush,D,269,175,1,0.393258427,0.604494382,0.394144144
15,"Congressional District 1 (113th Congress), Indiana",50497,63150,31.6,2.1,3.4,49.6,35.7,25.5,21.2,72.3,20.8,1.6,14.2,0.6,0.093208666,0.881615502,0.025175833,0.906791334,IN-01,IN,1,repvisclosky,D,489,619,2,0.557657658,0.440540541,0.55866426
16,"Congressional District 1 (113th Congress), Iowa",51714,64571,30.8,2.3,3,48.1,32.9,21.3,24.9,94,4.2,1.5,3.4,3.8,0.37359025,0.467842777,0.158566973,0.62640975,IA-01,IA,1,brucebraley,D,1199,1941,24,0.61346397,0.378950695,0.618152866
17,"Congressional District 1 (113th Congress), Kansas",45284,58447,25.1,2,2.1,54.8,37.8,25,22.7,91.2,4.3,2,14.6,8.6,0.43823434,0.071578063,0.490187597,0.56176566,KS-01,KS,1,conghuelskamp,R,2220,969,12,0.302717901,0.693533271,0.303857008
18,"Congressional District 1 (113th Congress), Kentucky",38112,49898,19.6,1.3,1.6,62.5,46.5,33.6,14.5,91.5,8.1,0.7,2.6,5.3,0.639009215,0.056312681,0.304678103,0.360990785,KY-01,KY,1,repedwhitfield,R,166,55,1,0.247747748,0.747747748,0.248868778
19,"Congressional District 1 (113th Congress), Maine",54062,70112,33.9,3.5,4.1,46.3,32.1,21.5,34,96.3,2,1.9,1.5,1.6,0.529383444,0.323183283,0.147433273,0.470616556,ME-01,ME,1,chelliepingree,D,673,433,5,0.389738974,0.605760576,0.391500904
20,"Congressional District 1 (113th Congress), Massachusetts",50616,66392,32.8,3.2,4.3,49.5,36.5,26.7,27.3,85.2,7.4,2.3,15.4,0.7,0.213065954,0.734261194,0.052672852,0.786934046,MA-01,MA,1,reprichardneal,D,168,305,0,0.644820296,0.355179704,0.644820296
21,"Congressional District 1 (113th Congress), Michigan",41915,54787,21.9,1.8,1.9,58.5,42.1,29.3,22.1,94.8,2.1,0.8,1.5,3.4,0.719025809,0,0.280974191,0.280974191,MI-01,MI,1,congressmandan,R,116,65,1,0.357142857,0.637362637,0.359116022
22,"Congressional District 1 (113th Congress), Minnesota",53255,66771,32.5,2.8,3.5,47,32.7,21.9,26.1,94,3,2.8,5.7,4.7,0.382599176,0.255063755,0.362337069,0.617400824,MN-01,MN,1,tim_walz,D,188,178,3,0.482384824,0.509485095,0.486338798
23,"Congressional District 1 (113th Congress), Mississippi",39916,53215,22.5,1.7,2.1,59.4,44.4,32.3,18,71.3,27.6,0.9,3,1.8,0.592139861,0.154507328,0.253352811,0.407860139,MS-01,MS,1,repalannunnelee,R,1024,373,5,0.266048502,0.730385164,0.267000716
24,"Congressional District 1 (113th Congress), Missouri",38309,53838,22.7,2.1,2.6,61.2,46.3,33.4,28,46.9,50.8,3.3,3.1,0.3,0.002732729,0.997267271,0,0.997267271,MO-01,MO,1,lacyclaymo1,D,486,338,6,0.407228916,0.585542169,0.410194175
25,"Congressional District 1 (113th Congress), Nebraska",52191,65724,31.6,2.8,3.3,47.8,33,21.6,28.8,92.9,3.7,2.6,7.7,3.4,0.261555289,0.531387328,0.207057383,0.738444711,NE-01,NE,1,jefffortenberry,R,665,557,2,0.455065359,0.543300654,0.455810147
26,"Congressional District 1 (113th Congress), Nevada",38269,51935,19.6,1.4,2.1,62.5,46,31.4,14.4,67.9,10.2,9.5,43.9,0.2,0,1,0,1,NV-01,NV,1,dinatitus,D,578,608,4,0.51092437,0.485714286,0.512647555
27,"Congressional District 1 (113th Congress), New Hampshire",64632,82660,42.6,5.2,6.5,38.2,25.8,16.6,33.4,95.5,1.9,2.6,2.9,0.6,0.35409066,0.592599367,0.053309974,0.64590934,NH-01,NH,1,teamsheaporter,D,313,191,3,0.376725838,0.617357002,0.378968254
28,"Congressional District 1 (113th Congress), New Mexico",46645,64018,29.5,3.2,4.1,52.9,39.1,27.3,31,72.6,3.7,3,48.7,1.2,0.079152569,0.9182516,0.002595831,0.920847431,NM-01,NM,1,michelle4nm,D,424,651,3,0.603896104,0.393320965,0.605581395
29,"Congressional District 1 (113th Congress), New York",85378,103879,56.3,9.3,10.9,27.9,18.9,12.9,33.7,89,5.7,4,12.7,0.5,0.116778567,0.821462025,0.061759408,0.883221433,NY-01,NY,1,timbishopny,D,662,414,5,0.382978723,0.61239593,0.384758364
30,"Congressional District 1 (113th Congress), North Carolina",33039,45712,17.1,1,1.5,66.9,52.3,38.7,17.9,41.1,54,1.8,7.8,2.6,0.368767334,0.399178783,0.232053883,0.631232666,NC-01,NC,1,gkbutterfield,D,408,299,1,0.422316384,0.576271186,0.42291372
31,"Congressional District 1 (113th Congress), Ohio",50974,70648,33.3,4.4,4.9,49.2,36.5,26.9,30.4,74.3,23.1,3.1,2.8,0.3,0.066395263,0.916858054,0.016746682,0.933604737,OH-01,OH,1,repstevechabot,R,634,396,3,0.383349468,0.61374637,0.384466019
32,"Congressional District 1 (113th Congress), Oklahoma",48176,66434,29.5,3.6,3.6,51.7,36.7,24.9,28.5,79.6,10.6,2.7,10.1,2.1,0.094999531,0.832182218,0.072818251,0.905000469,OK-01,OK,1,repjbridenstine,R,626,216,4,0.255319149,0.739952719,0.256532067
33,"Congressional District 1 (113th Congress), Oregon",60176,78114,39.2,4.9,5.4,41.5,27.7,18.5,37.1,83.2,2.3,8.6,14,2,0.126083835,0.713137114,0.160779051,0.873916165,OR-01,OR,1,repbonamici,D,236,207,3,0.464125561,0.529147982,0.467268623
34,"Congressional District 1 (113th Congress), Pennsylvania",37736,54893,22.9,2.5,2.8,60.8,47.1,35.2,22.5,50.1,37,7.3,15.6,0.2,0,1,0,1,PA-01,PA,1,repbrady,D,260,191,0,0.423503326,0.576496674,0.423503326
35,"Congressional District 1 (113th Congress), Rhode Island",51223,70832,33.8,4.5,4.8,48.9,36.4,26.7,31,81,10.4,3.7,14.6,0.4,0.036036191,0.963963809,0,0.963963809,RI-01,RI,1,davidcicilline,D,1553,1634,7,0.51158422,0.48622417,0.512707876
36,"Congressional District 1 (113th Congress), Tennessee",37858,51977,20.4,1.9,1.8,61.9,46.7,33.7,18.3,96.1,2.9,0.9,3.3,1.2,0.44942671,0.434015005,0.116558285,0.55057329,TN-01,TN,1,drphilroe,R,805,500,3,0.382262997,0.615443425,0.383141762
37,"Congressional District 1 (113th Congress), Texas",43129,59587,25.4,2.8,2.7,55.9,40.7,28.4,19.4,78.1,18.6,1.2,16,6.3,0.460568765,0.311459137,0.227972098,0.539431235,TX-01,TX,1,replouiegohmert,R,1478,857,43,0.36038688,0.621530698,0.367023555
38,"Congressional District 1 (113th Congress), Virginia",76134,93023,50.7,7.5,9.3,32.1,20.8,13.4,34.3,75.9,18.8,4.5,8.9,0.9,0.357760044,0.598124862,0.044115095,0.642239956,VA-01,VA,1,robwittman,R,1881,1333,6,0.413975155,0.584161491,0.414747978
39,"Congressional District 1 (113th Congress), Washington",77867,98750,52,8.2,8.6,31,20,13.2,39,86,1.9,11.1,7.6,1.7,0.208843825,0.712193705,0.07896247,0.791156175,WA-01,WA,1,suzandelbene,D,229,386,4,0.62358643,0.369951535,0.627642276
40,"Congressional District 1 (113th Congress), West Virginia",39851,54012,23.2,1.8,2.1,59.3,45,32.7,19.9,96.4,3,1,1.1,4.4,0.449829229,0.351619299,0.198551472,0.550170771,WV-01,WV,1,repmckinley,R,1178,521,7,0.305392732,0.690504103,0.306650971
41,"Congressional District 1 (113th Congress), Wisconsin",57730,72108,36.7,3.3,4.4,43.1,29.2,19.3,25.8,90.3,6.2,2.1,9.2,1.1,0.159940234,0.691774605,0.148285161,0.840059766,WI-01,WI,1,reppaulryan,R,1033,187,3,0.152902698,0.844644317,0.153278689
42,"Congressional District 10 (113th Congress), California",51657,67191,32.9,2.8,4.4,48.5,34.4,23.2,17.2,79.2,4.3,8.4,40.7,4.6,0.07688674,0.859900799,0.063212461,0.92311326,CA-10,CA,10,repjeffdenham,R,877,590,6,0.400543109,0.595383571,0.402181322
43,"Congressional District 10 (113th Congress), Florida",48999,67099,30.1,3.7,3.8,50.9,35.8,24.1,27.9,79.2,13.4,4.6,16.2,0.8,0.074814204,0.868108825,0.057076971,0.925185796,FL-10,FL,10,repwebster,R,838,640,12,0.429530201,0.562416107,0.433017591
44,"Congressional District 10 (113th Congress), Georgia",46346,61454,28.7,2.6,3.7,52.8,38.7,28.3,23.5,71.7,25.8,2.4,5.6,2,0.467338859,0.337646818,0.195014322,0.532661141,GA-10,GA,10,reppaulbrounmd,R,949,351,6,0.268759571,0.726646248,0.27
45,"Congressional District 10 (113th Congress), Michigan",53764,67477,34.1,2.6,4.4,46.1,31.3,20.6,21.2,94.8,3.4,1.7,3,1.8,0.379714038,0.565445403,0.054840559,0.620285962,MI-10,MI,10,candicemiller,R,326,121,1,0.270089286,0.727678571,0.270693512
46,"Congressional District 10 (113th Congress), New Jersey",47083,67014,30.9,4,4.6,52.2,39.5,29,26.3,31.1,55.2,7.8,17,0.1,0,1,0,1,NJ-10,NJ,10,donaldpaynejr,D,9,26,0,0.742857143,0.257142857,0.742857143
47,"Congressional District 10 (113th Congress), New York",70722,128184,47.5,17,7.8,38.8,29.4,21.6,57,74.2,4.9,18.3,12.4,0.1,0,1,0,1,NY-10,NY,10,repjerrynadler,D,617,180,5,0.224438903,0.769326683,0.225846926
48,"Congressional District 10 (113th Congress), North Carolina",41945,56648,23.4,2.4,2.5,58,42.1,29.4,22.5,84.4,12.7,1.7,5.6,0.9,0.366700385,0.497271835,0.13602778,0.633299615,NC-10,NC,10,patrickmchenry,R,1366,655,8,0.322819123,0.673238048,0.324096982
49,"Congressional District 10 (113th Congress), Ohio",44487,59795,27,2.5,3.3,55.2,40.4,28.4,26.2,79.6,18.8,2.7,2.3,0.5,0.069177924,0.892545023,0.038277053,0.930822076,OH-10,OH,10,repmiketurner,R,946,393,4,0.292628444,0.70439315,0.293502614
50,"Congressional District 10 (113th Congress), Pennsylvania",47708,60478,27.5,2.1,2.8,51.9,36.2,24.3,19.9,95,3.9,1.1,3.7,3.3,0.646572438,0.150604778,0.202822784,0.353427562,PA-10,PA,10,reptommarino,R,955,461,3,0.324876674,0.673009161,0.325564972
51,"Congressional District 10 (113th Congress), Texas",60883,82653,40.2,6.6,6.1,41.6,28.3,19,34.7,78.7,10.7,5.2,26.2,3.4,0.25138002,0.626944415,0.121675564,0.74861998,TX-10,TX,10,mccaulpressshop,R,451,250,12,0.350631136,0.632538569,0.356633381
52,"Congressional District 10 (113th Congress), Virginia",111910,140195,67.5,20.2,14.3,19.6,12.1,8,52.5,77.1,8.4,13.7,12.2,0.7,0.159343962,0.816033411,0.024622628,0.840656038,VA-10,VA,10,repwolfpress,R,225,60,0,0.210526316,0.789473684,0.210526316
53,"Congressional District 10 (113th Congress), Washington",57117,68556,35.1,2.5,4.2,43.3,29,19.2,25,81.1,8.4,9.2,10.2,1.1,0.081984921,0.874945359,0.04306972,0.918015079,WA-10,WA,10,dennyheck,D,293,519,4,0.636029412,0.359068627,0.639162562
54,"Congressional District 11 (113th Congress), California",71615,102227,48,11.2,8.8,35.6,24,16.5,41.2,69.2,10.8,15.1,25.4,0.8,0.006129524,0.993870476,0,0.993870476,CA-11,CA,11,askgeorge,D,1684,483,5,0.222375691,0.775322284,0.222888786
55,"Congressional District 11 (113th Congress), Florida",39115,50809,18.8,1.4,1.5,62.2,45,29.7,17.5,88.1,9.3,1.6,8.7,1.4,0.244503703,0.69299927,0.062497027,0.755496297,FL-11,FL,11,reprichnugent,R,49,15,0,0.234375,0.765625,0.234375
56,"Congressional District 11 (113th Congress), Georgia",59364,83558,39.4,6.2,6.4,41.9,27.8,18.2,38.2,76.9,16.4,3.5,11.2,0.6,0.102119333,0.888079276,0.009801391,0.897880667,GA-11,GA,11,repphilgingrey,R,1249,492,5,0.281786942,0.71534937,0.282596209
57,"Congressional District 11 (113th Congress), Illinois",66503,84089,44,5.6,6.7,36.6,23.9,15.2,34,69.2,12.4,7.8,26.2,0.3,0.002723293,0.997276707,0,0.997276707,IL-11,IL,11,repbillfoster,D,359,331,2,0.478323699,0.518786127,0.479710145
58,"Congressional District 11 (113th Congress), Michigan",70417,92053,47,7.6,7.5,35.1,23.1,14.9,43.7,86.1,6,8.6,3.3,0.2,0.019678732,0.980321268,0,0.980321268,MI-11,MI,11,repkerryb,R,555,219,2,0.282216495,0.715206186,0.282945736
59,"Congressional District 11 (113th Congress), New York",62170,80915,42.4,5.6,7.7,41.3,30.1,21.9,30.5,74.8,8.6,13.2,15.8,0.1,0,1,0,1,NY-11,NY,11,repmichaelgrimm,R,178,113,2,0.385665529,0.607508532,0.388316151
60,"Congressional District 11 (113th Congress), North Carolina",39736,51761,20.7,1.5,1.8,60.7,44.7,31.2,21.4,92.5,3.9,1.3,5.4,1.7,0.611608231,0.333067563,0.055324206,0.388391769,NC-11,NC,11,repmarkmeadows,R,347,284,2,0.448657188,0.548183254,0.450079239
61,"Congressional District 11 (113th Congress), Ohio",32689,52392,19.8,3,2.3,65.8,52.4,40.2,25.2,42.7,55.5,2.6,3.9,0.2,0.008119952,0.991880048,0,0.991880048,OH-11,OH,11,repmarciafudge,D,880,644,1,0.422295082,0.57704918,0.422572178
62,"Congressional District 11 (113th Congress), Pennsylvania",49767,62961,29.8,2.3,3.3,50.3,35.3,24,21.8,91.7,6,1.8,4.8,1.4,0.347493286,0.535450828,0.117055886,0.652506714,PA-11,PA,11,reploubarletta,R,572,438,6,0.431102362,0.562992126,0.433663366
63,"Congressional District 11 (113th Congress), Texas",46663,64618,28.5,3.2,3.3,52.7,38.6,26.5,18.5,90.1,4.5,1,34.1,12.4,0.333371315,0.43037554,0.236253145,0.666628685,TX-11,TX,11,conawaytx11,R,332,172,9,0.335282651,0.647173489,0.341269841
64,"Congressional District 11 (113th Congress), Virginia",100800,122576,64.9,15.2,13.2,19.8,12,7.6,52.2,64,14.2,19.8,17.7,0.2,0.000245467,0.999754533,0,0.999754533,VA-11,VA,11,gerryconnolly,D,1459,1082,11,0.423981191,0.571708464,0.425816608
65,"Congressional District 12 (113th Congress), California",72120,106533,48.7,13.2,9,38,29.3,22.4,53.9,55.7,7.1,34,14.7,0.2,0,1,0,1,CA-12,CA,12,nancypelosi,D,1562,483,9,0.235150925,0.760467381,0.236185819
66,"Congressional District 12 (113th Congress), Florida",48044,66439,30.5,3.5,4,51.5,36.4,24.3,26.2,91.2,5.3,3.3,11.7,0.5,0.066105434,0.933876774,1.78E-05,0.933894566,FL-12,FL,12,repgusbilirakis,R,1586,902,11,0.360944378,0.634653862,0.362540193
67,"Congressional District 12 (113th Congress), Georgia",40277,54148,23.5,2,2.5,58.8,44.5,33.2,19.3,61,35.9,2,5.5,2.5,0.403182696,0.400602596,0.196214708,0.596817304,GA-12,GA,12,repjohnbarrow,D,294,455,1,0.606666667,0.392,0.607476636
68,"Congressional District 12 (113th Congress), Michigan",50106,66393,31.9,3.2,4.5,50,36.1,25.2,31.6,82.8,12.1,5.8,5.4,0.2,0.025932803,0.974067197,0,0.974067197,MI-12,MI,12,john_dingell,D,1322,897,8,0.402784014,0.593623709,0.404236142
69,"Congressional District 12 (113th Congress), New Jersey",78312,101993,51.9,10.6,9.4,32.1,22.2,14.9,42.2,60,18.3,16,15.6,0.3,0.023561337,0.976438663,0,0.976438663,NJ-12,NJ,12,rushholt,D,394,356,3,0.472775564,0.523240372,0.474666667
70,"Congressional District 12 (113th Congress), New York",82823,142577,54,18.9,8.6,31.7,23.6,17.8,68.6,77.6,5.7,13.7,13.3,0,0,1,0,1,NY-12,NY,12,repmaloney,D,553,253,6,0.311576355,0.681034483,0.313895782
71,"Congressional District 12 (113th Congress), Pennsylvania",53714,73900,34.5,4.6,4.1,46.6,33.1,22.5,29.8,95,4,1.7,1.2,1.1,0.25122323,0.684296862,0.064479908,0.74877677,PA-12,PA,12,krpa12,R,679,570,10,0.45274027,0.539316918,0.456365092
72,"Congressional District 12 (113th Congress), Texas",56811,74609,36.5,4.2,5,43.6,29.9,19.9,27.9,83.4,9,3.8,21,2.3,0.131170272,0.794697452,0.074132276,0.868829728,TX-12,TX,12,repkaygranger,R,642,388,25,0.367772512,0.608530806,0.376699029
73,"Congressional District 13 (113th Congress), California",57052,85207,39.6,8.5,6.5,44.6,33.1,24.7,44.5,50.8,21.2,23.7,21.1,0.3,6.60E-05,0.999933978,0,0.999933978,CA-13,CA,13,repbarbaralee,D,1194,599,4,0.333333333,0.664440735,0.334076966
74,"Congressional District 13 (113th Congress), Georgia",48598,62750,29.3,2.5,3.5,51.3,35.9,23.8,27.4,37,57.3,2.9,10.4,0.3,0.059323771,0.940676229,0,0.940676229,GA-13,GA,13,repdavidscott,D,709,378,3,0.346788991,0.650458716,0.34774609
75,"Congressional District 13 (113th Congress), Illinois",46113,61125,28.3,2.6,3.2,53.4,39.6,28.1,28.1,84.6,12.3,3.9,3,1.8,0.210089472,0.665296484,0.124614044,0.789910528,IL-13,IL,13,electrodneyil,R,175,431,4,0.706557377,0.286885246,0.711221122
76,"Congressional District 13 (113th Congress), Michigan",30863,41964,15.2,0.5,1.5,68.9,54.6,42.2,13.3,38.8,58.2,1.6,6.6,0.3,2.67E-05,0.99997328,0,0.99997328,MI-13,MI,13,repjohnconyers,D,658,187,3,0.220518868,0.775943396,0.221301775
77,"Congressional District 13 (113th Congress), New York",34924,52714,21,2.7,2.5,63.2,50.1,38.7,27.3,30.1,35.2,5.3,53.7,0.3,0,1,0,1,NY-13,NY,13,cbrangel,D,1943,885,20,0.310744382,0.682233146,0.312942008
78,"Congressional District 13 (113th Congress), North Carolina",62464,81468,41.2,5.6,6.3,39.7,26.5,16.8,37.5,76.7,18.4,2.7,7.8,1.8,0.317032801,0.609944839,0.073022359,0.682967199,NC-13,NC,13,repholding,R,192,129,1,0.400621118,0.596273292,0.401869159
79,"Congressional District 13 (113th Congress), Ohio",40464,51330,21.5,1.2,1.8,59.8,44.1,31.5,20.3,86.6,13,1.5,2.8,0.3,0.090387699,0.872695686,0.036916615,0.909612301,OH-13,OH,13,reptimryan,D,885,657,10,0.423324742,0.570231959,0.426070039
80,"Congressional District 13 (113th Congress), Texas",45999,60388,27.3,2.2,2.8,54,38.5,26.4,19.2,88.8,6.2,2.1,24.9,7.5,0.32863867,0.412805448,0.258555882,0.67136133,TX-13,TX,13,mactxpress,R,200,64,2,0.240601504,0.751879699,0.242424242
81,"Congressional District 14 (113th Congress), California",81682,110891,53.8,13.5,9.1,29.8,19.5,12.8,41.1,55.3,4.1,34.1,24.3,0.5,0.009248849,0.959997382,0.03075377,0.990751151,CA-14,CA,14,repannaeshoo,D,511,267,3,0.341869398,0.654289373,0.343187661
82,"Congressional District 14 (113th Congress), California",81682,110891,53.8,13.5,9.1,29.8,19.5,12.8,41.1,55.3,4.1,34.1,24.3,0.5,0.009248849,0.959997382,0.03075377,0.990751151,CA-14,CA,14,repspeier,D,1153,542,8,0.318261891,0.677040517,0.319764012
83,"Congressional District 14 (113th Congress), Illinois",81257,97873,54,7.9,9.5,28.4,18.2,11.7,38.4,88.8,3.7,4.8,11.3,0.9,0.10745234,0.814367608,0.078180052,0.89254766,IL-14,IL,14,rephultgren,R,1086,593,7,0.351720047,0.644128114,0.35318642
84,"Congressional District 14 (113th Congress), Michigan",39849,61830,25.9,3.9,3.7,58.4,45.3,34.3,29.1,36.4,59.1,4.8,4.6,0.3,6.16E-06,0.999993837,0,0.999993837,MI-14,MI,14,repgarypeters,D,719,495,4,0.406403941,0.590311987,0.407742998
85,"Congressional District 14 (113th Congress), New York",48727,62361,30.3,2.3,3.6,51.1,36.4,25.8,24.1,48.8,12.1,17.5,47.1,0.2,7.19E-05,0.999928075,0,0.999928075,NY-14,NY,14,repjoecrowley,D,506,424,2,0.454935622,0.542918455,0.455913978
86,"Congressional District 14 (113th Congress), Ohio",58782,78123,37.9,5,5.3,42.8,29,19.2,31.6,93.4,4.8,2.4,2.4,0.7,0.220217776,0.672963939,0.106818285,0.779782224,OH-14,OH,14,davejoyceoh14,R,206,277,2,0.571134021,0.424742268,0.573498965
87,"Congressional District 14 (113th Congress), Pennsylvania",39380,55514,22.8,2.3,2.6,59.5,45.5,33,28.5,74.7,23.4,3.3,1.9,0.2,0.001414954,0.998585046,0,0.998585046,PA-14,PA,14,usrepmikedoyle,D,357,55,1,0.133171913,0.86440678,0.133495146
88,"Congressional District 14 (113th Congress), Texas",52030,70324,34.3,4,5.1,48.2,34.6,24.4,22,73.1,21.2,3.1,22.7,1.7,0.145046519,0.745008146,0.109945335,0.854953481,TX-14,TX,14,weberfortexas,R,291,307,20,0.496763754,0.470873786,0.513377926
89,"Congressional District 15 (113th Congress), California",86286,106850,56,12.3,11.2,28.6,19.2,12.9,39.3,54.2,7.8,31.5,23.5,0.4,0.008003182,0.991996818,0,0.991996818,CA-15,CA,15,repswalwell,D,1062,935,17,0.464250248,0.527308838,0.468202303
90,"Congressional District 15 (113th Congress), Florida",48763,65325,30,3.3,3.9,51.3,35.9,24.1,25.9,80.1,14.5,3.8,17.4,2.1,0.058120271,0.941879729,0,0.941879729,FL-15,FL,15,repdennisross,R,2211,971,26,0.302680798,0.689214464,0.305153991
91,"Congressional District 15 (113th Congress), Illinois",45690,59053,27.1,2,2.3,53.7,38.2,26.7,17.7,94.3,5.3,0.8,2.4,4.7,0.508272476,0.102703749,0.389023775,0.491727524,IL-15,IL,15,repshimkus,R,2154,1043,18,0.324416796,0.669984448,0.326243353
92,"Congressional District 15 (113th Congress), New York",24589,36161,11.3,0.4,1,76.2,62.7,50.6,11,18.5,36.3,2.3,66.2,0.2,0,1,0,1,NY-15,NY,15,repjoseserrano,D,917,664,5,0.418663304,0.578184111,0.41998735
93,"Congressional District 15 (113th Congress), Ohio",54349,69602,34.2,3.4,3.8,45.9,32.2,22.1,28.1,93.3,4.6,2.8,1.8,1.3,0.36670444,0.401484356,0.231811204,0.63329556,OH-15,OH,15,repstevestivers,R,645,516,6,0.442159383,0.552699229,0.444444444
94,"Congressional District 15 (113th Congress), Pennsylvania",55580,72215,35.3,4,4.2,44.7,30.6,20.3,27.2,88.2,6,2.9,13.2,0.9,0.167995608,0.82292937,0.009075022,0.832004392,PA-15,PA,15,dentpressshop,R,492,401,1,0.448545861,0.55033557,0.449048152
95,"Congressional District 15 (113th Congress), Texas",38446,54727,23.9,2,2.8,60.3,46.3,35,18,89.6,2.1,1.4,80.6,3.7,0.163916003,0.760436087,0.075647909,0.836083997,TX-15,TX,15,usreprhinojosa,D,437,600,26,0.564440263,0.411100659,0.578592093
96,"Congressional District 16 (113th Congress), California",37511,51592,20.8,1.7,1.9,61.8,47.2,34.2,11.4,61.2,6.9,10.4,58.6,13.9,0.093323723,0.790785495,0.115890782,0.906676277,CA-16,CA,16,repjimcosta,D,315,308,3,0.49201278,0.503194888,0.494382022
97,"Congressional District 16 (113th Congress), California",37511,51592,20.8,1.7,1.9,61.8,47.2,34.2,11.4,61.2,6.9,10.4,58.6,13.9,0.093323723,0.790785495,0.115890782,0.906676277,CA-16,CA,16,repzoelofgren,D,450,264,3,0.368200837,0.627615063,0.369747899
98,"Congressional District 16 (113th Congress), Florida",47310,66207,28.7,3.8,3.4,52.4,36.6,24.4,28.4,88.9,7.4,1.9,11.3,0.8,0.032738043,0.967261957,0,0.967261957,FL-16,FL,16,vernbuchanan,R,977,589,8,0.374205845,0.620711563,0.376117497
99,"Congressional District 16 (113th Congress), Illinois",53487,66351,33.4,2.7,3.6,46.5,32.1,21.9,20.3,92.8,4.5,1.7,8.5,2.6,0.296018566,0.385124621,0.318856813,0.703981434,IL-16,IL,16,repkinzinger,R,879,736,9,0.45320197,0.541256158,0.455727554
